"","3h","6h","12h","18h","24h","30h"
"ABL1",0.0717246299848649,0.159154274825791,1.04567747081268,1.15923758472376,0.902529629393933,0.638709268405554
"AKT1",0.356544908033004,0.316188780282437,0.31435282876536,0.555319219880667,0.673969860396905,0.54967675916549
"AKT2",-0.182203604444144,-0.557507215660443,-0.121348908256228,-0.0304323398127477,0.108317188434482,0.0795853591370302
"AKT3",0.173660657445336,0.0961492050680883,0.175052158154532,0.199743629246579,0.200023886051823,0.180362120524331
"ATM",0.0626986708396816,-0.110448696271609,0.322635297704806,1.22898212336172,1.50667801321039,1.43183620244295
"ATR",-0.420462736365908,-0.031068988322008,-0.102893522151819,-0.144162238840204,-0.153542146422322,-0.159980268299527
"AURKA",0.0583225895054598,-0.00556137177693231,-0.00635340508720102,-0.0258943409432238,-0.0276363491886877,-0.0608526053681253
"AURKB",-0.0158680039466532,-0.0694509893026475,-0.0170500975617994,-0.0654727006540613,-0.0555925291716453,-0.057098878159182
"BCR",0.26220343207132,0.215126876108031,0.584975426477972,0.789295650383162,0.827412191416349,0.636886902452381
"BRAF",-0.711760557059497,-0.0221297789337783,-0.0983713496896723,-0.0159836215521039,0.0361857493339836,0.0280086089240404
"CAMK2A",0.166914602465124,0.0489392896196836,0.0228667718711451,0.450498520300375,0.512468915507726,0.62534695635082
"CAMK2B",0.195314164534614,0.143975736149366,0.191512981608433,0.192291523714115,0.214109164409532,0.231803074613328
"CAMK2G",0.136135729267456,0.0346457067601185,-0.038683556587037,-0.095791291619609,-0.102631816991684,-0.0480168235667121
"CAMK4",0.150837581246601,0.106066595748912,0.137404925177377,0.121258224847851,0.12324126543352,0.134673082863523
"CDC7",0.0355937025752826,-0.017389108633137,-0.051280482776816,-0.0782551037312161,0.0403139019728797,0.0162519243315177
"CDK1",0.371068108811201,0.126992946740516,0.319099480960147,-0.0020246898107079,-0.0207533611317221,0.150601005166237
"CDK12",-0.207108851916007,-0.118683720194736,0.0382563294348923,0.0790169273348547,0.12703618405969,0.850990973020638
"CDK16",0.0641752426090277,0.143612679428699,0.107939086538702,0.00827277287703368,-0.0333007967573844,-0.0344412155616295
"CDK2",-0.235452507125151,-0.210073858453664,-0.399964485030169,-0.623201273421638,-0.579164661065145,-0.266963881579099
"CDK3",0.0354389720880016,0.061041769408657,0.115778812377916,0.0807917935988922,0.0786070606604863,0.0232093705565953
"CDK4",0.00230705338475293,0.311956875573657,0.229630125050046,0.131652389541567,0.120961434427083,0.0897757764733
"CDK5",-0.0883023388955625,-0.214012508136558,-0.105745567003294,-0.147009575548649,-0.114079587482235,-0.103744316389085
"CDK6",0.0198722700866495,0.634766739104096,0.424357438080853,0.288358709435876,0.238100460399749,0.2177518275336
"CDK7",0.117881344001455,-0.115560322162172,-0.166254948742751,-0.250718168420041,-0.231047444225788,-0.243647614062962
"CDK9",-0.016451872919976,-0.133114644182531,-0.153919676828763,-0.282755195704986,-0.33041900955371,-0.385665325843045
"CHEK1",0.270641352148509,0.0965612878247213,0.145832565447721,0.137247890274936,0.172105850405918,0.187723190099811
"CHEK2",-0.263558698688852,-0.410458296471396,-0.0985757027428324,-0.0689670150748659,-0.0995112627540744,-0.0893822066989155
"CHUK",0.062099248848256,0.107339504511264,0.32724711622869,0.406827609828534,0.421104393156246,0.415156908352399
"CSK",0.0320972238938063,0.0034074369598396,0.0746845677956985,-0.00539910245194897,0.147878049847673,0.0497617618243803
"CSNK1A1",0.0908833422849,-0.0188856247445407,-0.0224473099759361,-0.148840710938049,-0.139264699047976,-0.139848413200654
"CSNK1E",-0.0119796345008832,-0.120407182358969,-0.133714659116566,-0.133611696898091,-2.18763257960287,-2.37027338582139
"CSNK2A1",0.0240752622143367,0.0331785097487232,-0.164126776840019,-0.280140460884442,0.0269916982469819,0.227933885030293
"CSNK2A2",0.0195713163097407,-0.0679732024656264,-0.645554553649294,-0.296212971039186,0.11618139149654,0.114277094423513
"DAPK3",0.0527376033715041,0.0986883216321919,0.150238014304481,0.202893902705708,0.443131655089804,0.373704764017607
"DYRK1A",0.0415074981500162,0.0135136518640554,0.00343918422310056,-0.0382615532348583,-0.047505311312039,-0.0571712544279122
"DYRK2",0.0736249412336015,0.0720825597056361,0.248702825560097,0.146811684093983,0.169387723907181,-0.564035656306156
"EGFR",0.0572267623670667,0.234503604993797,3.85521596286451,2.81643194919339,2.44270026441196,0.6789023709593
"EIF2AK2",0.0922617619821894,0.111862369198204,0.529559717874069,0.99985262773358,0.945657372689695,0.839335564210446
"EPHA2",0.847942626014304,0.448948500571379,0.408680417724917,0.318801927490485,0.291126818651883,0.322963980465142
"ERBB2",0.180877822167875,-0.0153712583812295,-0.0187560525981143,-0.145377147561523,-0.219837959337461,-0.213560488634308
"FGR",0.0547593925168646,0.211605746993469,0.297150687417878,0.262532542076429,0.440536239751532,0.267799396463209
"FYN",0.0628604266729664,0.127794884563576,0.197287002632459,0.155049731134279,0.282566889122577,0.103548864222305
"GRK2",0.277916911071502,0.275717563210866,0.211172141157872,0.0870012806732974,0.0728216020849332,0.0987682613958807
"GRK5",-0.00720759203804269,-0.0591006031057877,-0.0298313064928353,-0.0960268732630034,-0.0994146150120824,-0.166787451504211
"GRK6",0.0896893672614655,0.0859520282531828,0.173663048160855,0.117651977259654,0.0825759530731407,0.0540183321687186
"GSK3A",0.0458651335734694,0.114899995498227,0.281276654572392,0.206562083829507,0.237487972135711,0.189820783332037
"GSK3B",0.190177023438954,0.58291685317086,0.193331467037008,-0.0203837047708382,-0.0826932336986139,-0.347287497030266
"HCK",0.065791474697578,0.194180581962295,0.206151596147236,0.15652315198239,0.369792357035005,0.248797626480601
"HIPK2",-0.00603627172190164,-0.0348136331122577,-0.0155297376375853,-0.025342449703977,-0.0343302804041882,-0.0475842379048422
"ILK",0.0713658584560317,0.0390671493220558,0.0506428643696486,-0.0591867763639088,-0.0345438954624411,-0.0399788053658989
"INSR",-0.173642753887038,-1.02927822014988,-0.574309226620788,-0.465721446259457,-0.444134767171841,-0.524462872904354
"JAK2",0.0254889154364464,0.537017708233229,-0.0768823253212484,-0.204463892464324,-0.123918492046281,-0.15272112436445
"KSR1",-0.838506265814591,-0.00484875094028176,-0.249051387362599,-0.25076917396002,-0.0914521771687715,-0.142562698117333
"LATS1",0.0504610399375051,0.0167184618603447,0.0154540385937644,-0.0643658367017896,-0.0580425855192343,-0.120548701090151
"LATS2",0.0296059461053673,-0.00136651424432672,-0.00251622908934969,-0.0941230985528505,-0.0939267336124437,-0.173922501845377
"LCK",0.0709166619750139,0.997434324342104,0.0645702184766536,-0.0295741757290967,0.0415436526015611,-0.0366312630136771
"LRRK2",0.0239091961812026,-0.0156487424682352,0.0534656479716712,0.0902791477464236,0.944568319568453,-0.00536113843257338
"LYN",0.278343248921997,0.278882501366993,0.351677966482057,0.44537970886897,3.11978286632012,3.50423230067517
"MAP2K1",-0.75372566341978,0.0126009391436845,-0.107236004659905,-0.13373884668653,-0.123032347033897,-0.098140354231859
"MAP2K2",-1.39441432811065,-0.121393638109077,-0.533954779317013,-0.657918070696843,-0.655634526834062,-0.665321686470279
"MAP3K1",0.0462111101678249,0.0952025104176133,0.250986969236578,0.646355094834993,0.893000909823785,0.767493458303987
"MAP3K11",0.667845151968514,0.579432151719691,0.656316849894096,0.597751527888712,0.869025126336609,0.69898750861991
"MAP3K14",-1.39441432811065,-0.121393638109077,-0.533954779317013,-0.657918070696843,-0.655634526834062,-0.665321686470279
"MAP3K3",0.0211254790519048,0.0424353885727347,0.231672123237825,0.165981322875205,0.195228838595213,0.300931443176208
"MAP3K5",0.0575559569920402,0.0704734856447723,0.216450221534438,0.603410879512758,0.841642668081541,0.752199854563691
"MAP3K7",0.034292515655584,0.026127798520387,0.170878042819826,0.488641654953084,0.701692285949331,0.430589865289564
"MAP3K8",0.115174856314938,0.0780532612992492,0.160053605810387,0.431715781543709,0.85640220381725,0.618815946783506
"MAP4K3",0.0200150323523788,-0.0059634748885526,-0.0097257786060813,-0.00232442057771063,0.0317774745218854,0.0329947198318022
"MAPK1",0.480856632423024,0.00763917872860377,1.19319952644003,2.3513430723127,2.56934943987573,3.2872198063213
"MAPK10",-0.058380320207244,0.0127051712606901,-0.0213641715338147,-0.209512199115593,-0.17951236500253,-0.324777363890995
"MAPK11",0.0412891658325981,-0.138607886885747,-0.194418729235936,-0.163392485949903,-0.156525096154323,-0.119871838247229
"MAPK12",0.155980844663133,-0.0826846003348262,-0.116576516930654,-0.0676085305340511,-0.0404181725362977,-0.0304402022457634
"MAPK13",0.190326526929326,0.0165508215772186,0.163034191319537,0.159732284638045,0.195579537205034,0.244283672570953
"MAPK14",0.0693495402539331,-0.138706744699994,-0.04818701624808,0.660609854988453,0.578976249200723,0.121514528813058
"MAPK3",1.72232381450928,2.25498968127584,4.072893794685,5.28209868138148,5.1966420830804,6.35040519179779
"MAPK7",0.055282207182065,0.0620901560292651,0.180429859735273,1.25863671295269,1.5395499337062,4.4136617013011
"MAPK8",3.53443959269328,1.1150085362478,0.778719832950168,0.275230949266191,0.00066761961456438,0.0095353294049708
"MAPK9",0.0672343141805339,0.149972178890208,0.0941085839447964,-0.134755343745386,-0.189948191930832,-0.261747067147511
"MAPKAPK2",0.587579154164768,0.297471950889676,0.864055541263071,2.21155796844517,2.77982220125299,2.39983098248934
"MAPKAPK3",0.924332720863334,0.349925959659903,0.894909692087705,1.48433900347699,1.40116273618731,1.19526221924311
"MAPKAPK5",0.675183651784595,0.32316960624848,0.492262765800929,0.863283149891094,0.8984203976709,0.783572848517112
"MARK2",-0.013424250683115,-0.0764863301595631,-0.041406331256832,-0.0731997723415709,-0.0559841038135917,-0.0382664430783793
"MASTL",0.0744471830751307,0.0533149787758959,0.0651202126435733,0.0490873069586931,0.0688473942236375,0.08113223289137
"MELK",0.0431595093878505,-0.00874090408802032,0.0408829311915518,0.054442867702175,0.0583078219180059,0.0577333775476995
"MET",0.0455150869423227,0.043042724328548,0.202065813704578,0.235453569668041,0.269367218231784,0.212504378579362
"MKNK1",0.106017963654017,0.0807449879289847,0.068347697803729,0.0823111426453002,0.000503930418744942,-0.00978744100051596
"MTOR",0.5280040520008,-0.0385735282438023,-0.0282172112528968,-0.041294063092572,-0.366648801217158,-0.454176587296808
"NEK2",0.0871808677087413,1.12921458680903,1.07226099772266,0.44483679796145,0.165703740002909,0.110707739609319
"NLK",-0.0661634280115379,-0.207354214614729,-0.094462118850799,-0.0327061824445228,-0.0199609998115906,-0.0396167503036199
"NME1",0.578529736116112,0.275674436981718,0.23127750930911,0.155835093545505,0.133777269084796,0.148578710861337
"NUAK1",0.0530653179348164,0.0174490476710806,0.012804570087602,-0.0544417060607372,-0.0729774599179765,-0.0722181125599789
"NUAK2",0.076759678258665,0.0684870782858746,0.0334654515710024,0.0152991858246189,0.0268629114219469,0.0533434247088178
"PAK1",0.293266548119281,0.463158760818286,0.811030100945367,0.929247970299148,1.19997503656759,1.12013758862515
"PAK2",0.224381221952856,0.203869275778443,0.369845893321388,0.62485084291105,0.833480888593178,0.76875295374855
"PAK4",0.0783824948850864,0.00664126516386877,0.114971655464049,0.14720780211054,0.156193700867393,0.160366266182327
"PAK6",-0.0105822059554291,-0.0745446980967466,0.0720823273714179,0.126189089464186,0.153540871857634,0.161862468252206
"PDK1",-0.256161613686096,-0.223454224245425,-0.12845220665367,-0.0351729992392982,-0.0308195831018902,-0.0602521676160493
"PDK2",-0.347586334092547,-0.322688782705262,-0.200089371121626,-0.0821765583610091,-0.0767975691464662,-0.0907710637436469
"PDK3",-0.347586334092547,-0.322688782705262,-0.200089371121626,-0.0821765583610091,-0.0767975691464662,-0.0907710637436469
"PDK4",-0.347586334092547,-0.322688782705262,-0.200089371121626,-0.0821765583610091,-0.0767975691464662,-0.0907710637436469
"PDPK1",-0.0839537512557978,-0.0205193200314695,0.20819820757113,0.326643236663288,0.728646346222797,0.591374372845894
"PIK3CA",0.066833842979967,0.0325165153026391,0.119055777047715,0.12913035021541,0.135714611687184,0.155967387864885
"PIM1",0.0143964254131988,-0.0859040758719667,-0.0294482632082163,-0.0504146618442936,-0.0407569285413114,-0.587567228859634
"PIM2",-0.0019475053923838,-0.104148130424528,-0.038663837383913,-0.0323243445132905,0.00482560432903361,-0.62119499874998
"PIM3",0.00375121746645213,-0.0560196827114277,0.0625492596921251,0.117711666021575,0.16015279810981,0.177732204110204
"PKM",0.135150618488656,1.89371570046954,2.2888725671577,3.60488239909986,2.87353326739531,2.51751279654748
"PKMYT1",0.262381865537236,0.0957669926833359,0.0756098418385494,0.0421278223152169,0.0288598389036696,0.0323800672392106
"PKN1",0.300426207159564,0.256995329434073,0.267297770569803,0.476293761795338,0.412964744688713,0.381248772137975
"PLK1",0.02987036799472,-0.0121395848485932,-0.434558449144318,-0.453356212051414,-0.288330100719507,-0.220973550431078
"PLK2",0.00478719266428206,-0.0261138150646586,0.00923588711697036,0.00180780154061348,0.0243375917795668,-0.0559365464824234
"PLK3",0.0110785344788886,-0.013805858472649,0.0645299416374023,0.0729772721485275,0.0772984740179675,0.00561790355361148
"PRKAA1",0.225712287745737,-0.401990463706462,-0.430840932048878,-0.233509445402948,0.221497789643656,0.0689799113460329
"PRKAA2",0.0792618399793155,-0.797721451657056,-0.792984549246972,-0.324369737027711,0.40763598283927,0.160777265457825
"PRKACA",0.272896133405016,0.545533852252011,0.687454035528529,0.793399617073085,0.824583653617692,0.877754817260903
"PRKACG",0.106694763689336,0.0546714135005143,0.208637635318396,0.246033842979779,0.257917009505179,0.265798515870144
"PRKCA",-0.309134618342101,-0.00530318365914969,-0.0840508873052616,-0.112881452128257,0.233448542613191,0.366758934479271
"PRKCB",-0.509938156258832,-0.0979618711021098,-0.76275773645605,-0.950202678359293,-1.09012713868862,-1.09438660146607
"PRKCD",0.140690246242609,0.18638678538021,0.63496663821258,0.656582249498529,0.727733305019321,0.570269626201825
"PRKCE",-0.0241417883716425,0.0607175050346614,0.244543746723426,0.222017755892384,0.305746686515331,0.283255895949954
"PRKCG",0.0771746824763235,0.0710473605070031,0.119381819236762,0.0788938676994148,0.103895481645247,0.109109258056793
"PRKCH",0.0670544807341206,0.044943006828529,0.0660749057065507,0.0629721678742235,0.115365148794689,0.106407837976858
"PRKCI",0.00811449037229579,-0.113987446587162,0.0255921677599296,0.072908726815221,0.100523298106981,0.139161713178534
"PRKCQ",-1.01242287163704,-0.142979398507213,-0.398120501537598,-0.43107104088405,-0.372714490541369,-0.34921551019849
"PRKCZ",0.0321499357079881,0.0580938703890292,0.370221627625748,0.316898841184917,0.64676381985402,0.551139086783402
"PRKD1",0.322779366436685,0.230016000703771,0.644835263903977,1.31065796309503,1.51561816611485,1.49274131562334
"PRKDC",-0.1628756007874,-0.146267991264448,-0.122844149732023,-0.0980355797569421,-0.0937983555924068,-0.00380921958048187
"PRKG1",0.691512519285628,0.424339588518876,0.587558200200292,0.750845870483502,0.743289885177433,0.654234636097246
"PTK2",0.0716348188621162,0.056946599836058,0.21723154623829,0.247237377895265,0.382497160470216,0.351750895955221
"PTK2B",0.189840003015794,0.133065043438709,0.10436773668312,0.0727290820194885,0.0827344526332402,0.115446777666906
"PTK6",0.205432077316977,0.0391330501298138,0.0208530810084841,0.0112162953566501,0.0572429494387753,0.0190448965960751
"RAF1",-0.684853866147911,-0.12244352645517,-0.302365941721198,-0.267077603922384,-0.118819461496257,-0.125644858832486
"RET",0.0393714962548572,0.570689665844945,-0.0299313140666795,-0.193726651509801,-0.280802201305318,-0.401528031800508
"ROCK1",0.0584417569413658,0.0547241093854204,0.0853446379032019,0.117466408203623,0.301268857957185,0.3395005874992
"ROCK2",0.0134577181857972,0.0181825496822162,0.0678693162510502,0.14264596905129,0.400819255730575,0.425496227267299
"ROS1",0.316861446034124,0.0417676132049575,0.132138273037064,0.0748368420425252,0.087154686380887,-0.774099522170394
"RPS6KA1",-0.322390658897663,-0.298941791799991,-0.0895372410557939,-0.0254844758177021,0.0238055301468474,0.105596412746588
"RPS6KA2",-0.00816171026308367,-0.0666851468505701,0.0616598888477098,0.161529799998494,0.221177399560772,0.220125421790164
"RPS6KA3",-0.213578493271037,-0.209596185806672,0.0314925716635332,0.242548740799987,0.375006085482634,0.436618823016085
"RPS6KA4",0.0920475927986213,-0.106498180060399,-0.0710898113053544,-0.0516354554085726,-0.0268981060851236,-0.744936847380283
"RPS6KA5",0.133288084907861,-0.308360034584878,-0.0557914803460243,0.0788200187576749,0.15570424132047,-0.230667775177288
"RPS6KB1",0.230002037257109,0.0181785674470506,0.133530501481744,0.316554104411207,0.484574676891259,0.497629103242649
"RPS6KB2",0.134035984537793,0.043219039771939,0.116284115499167,0.182431708341387,0.242698692188143,0.253618110194495
"SGK1",0.193839782884542,1.40547820373105,1.08908990699981,0.670170453702219,0.549523802176335,0.442467862024963
"SMG1",0.0120282435224628,-0.00821027618117601,-0.0163792087008945,-0.0379437606449279,-0.0457431519287361,-0.0521196055983469
"SRC",0.1543677889211,0.135137382557321,0.0351007564013578,0.065832064990235,0.244939574546661,0.233262044353929
"STK3",0.043636178616742,0.0169235391698387,0.0817199739165599,-0.0174897829140083,-0.00245129193377486,-0.0482109185235312
"STK38",0.0268040312603493,0.0665486561291794,0.244872631680156,0.139740381861718,0.127887965548678,0.0437638645950216
"STK38L",0.0150269421938866,-0.0482598508128043,-0.0221327591651458,-0.179143943889745,-0.153920091945155,-0.277706325152942
"STK4",0.0189851554314916,0.000989277924842767,0.0564855021510919,0.0737640411177953,0.0998074814679382,0.102581864618752
"TAOK2",0.0516753935490772,0.075591377596155,0.338373918437258,0.580388663041222,0.573496408825894,0.663228271195756
"TBK1",-0.0253507028476508,-0.276160412888502,-0.27512273577172,-0.134014102115612,0.479789282668277,0.426660681040068
"TTK",0.010465983852897,-0.0379923141324013,-0.0206030380112241,-0.0353037367687032,-0.0038493750491003,-0.001829354009148
"ULK1",0.0462331864040263,0.0407946449569794,0.0920047701537651,0.125010497924711,0.827349349555214,0.742864759798047
"WEE1",0.304435981527509,0.108752325372314,0.0741943147639434,0.0286885945812799,0.0144550571787934,0.0205259736599755
"WEE2",0.304435981527509,0.108752325372314,0.0741943147639434,0.0286885945812799,0.0144550571787934,0.0205259736599755
"YES1",0.0456631190194692,0.131745458294009,0.147797781739233,0.115295736071089,0.27749890266908,0.142073991967867
